date,speaker,text
2021-10-05,Ezra Klein,"But I want to pick on this for another minute because I do think it gets to a constraint people will take seriously in a low growth world and then don't take that seriously in the hypergrowth world — say they do, but don't — which is you were just saying that there are many, many people who don't get enough calories around the world. We could change that."
2021-10-05,Holden Karnofsky,Sure.
2021-10-05,Ezra Klein,We could.
2021-10-05,Holden Karnofsky,Agree.
2021-10-05,Ezra Klein,"We could change our energy systems. Many of the things that make the world we live in at its current state way worse for billions of people than it needs to be are solvable, and we don't solve them. I mean, not only do we not solve them, we are not going to get close to vaccinating lower income countries this year. We could. This needed a couple billion bucks and a good global mobilization. And we're not going to do it, even though we could absolutely afford to do it. And the same shortsightedness, the same lack of compassion, the same inability — actually, I'd say, an expanded inability— as hard as it might be to see somebody in another country as kin, it will be that much harder to see a digital something rather as kin. Hard as it is to see a cow as kin, again, I think the way we will treat non-player characters in this world could be really scary. And so, if we haven't been able to make something closer to a paradise out of this world, I'm not saying why should I believe we will make the hypergrowth world better. I'm more saying that why should I want to give us a chance to make it as bad as we could."
2021-10-05,Holden Karnofsky,"I mean, first off, I would say that we haven't solved the problems that exist today, but we've made a lot of progress on them. And this is where I agree with the news floating around about how the last few hundred years look for humanity. They look good. It looks like there's been a lot of progress on a lot of things. So, there has been progress. And we do get somewhere. I mean, we don't get immediately to where I wish we were as fast as I think we could. But I'm not sure exactly what you're asking here. Are you asking about why the hyper —"
2021-10-05,Ezra Klein,"I'm making you — well, I'm trying to just make you question some assumptions."
2021-10-05,Holden Karnofsky,Which assumptions do you want me to question?
2021-10-05,Ezra Klein,"Simply the assumption that if you want to say you don't know if all this will be good or bad, maybe the possibility that it will be bad makes it such that we should be stopping people from trying to do it. And that if we can even get the world we have right, a world with this kind of dizzying change may be beyond human capacity to manage in any kind of even basically decent way. And so we should fear it as more likely a dystopia than a utopia or even something in the middle."
2021-10-05,Holden Karnofsky,"Yeah, I basically am just in agreement as a maybe — I mean, as this is a possibility. I mean, I'm just in agreement with you. I'm not sure I have an assumption that contradicts anything you said. I think where I am sitting is I'm saying, do I want my role to be trying to stop people from building powerful technologies to address real problems that exist in the world today because of this risk it might accelerate? I mean, I don't want my role to be that, partly because it would be a strange thing to be doing, based on some grand vision for how the long-run future is going to go that I don't think I have. And I do think we have short-term problems that are worth addressing. But also, I don't know — I don't think that's a path that looks very promising to try and go down. And the three criteria for Open Philanthropy's work are importance, neglectedness and tractability. So importance is how big a deal is an issue, how many people does it affect. Neglectedness is how much attention is it getting. We'd rather work on issues that get less attention. And tractability is what can we do about it. Do we see a path to victory? Are we going to matter? Open Philanthropy cares about all three of those. So when I think about the possibility of the most important century, I'm looking for paths and things we can do that will make the best of it."
2021-10-05,Ezra Klein,"So let's say you have somebody listening, and you buy into this, or at least, you buy into it as a real possibility. And you want to try to help make the best of it. What is tractable for an individual here? What does this imply for just somebody's life, if they want to try to live on this time scale?"
2021-10-05,Holden Karnofsky,"The first answer I want to give is that I wish I had a better answer. I wish I could just tell you, hey, I've not only figured out what's going to happen, which I haven't — I figured out what needs more attention. But I figured out exactly what to do about it. But I haven't done that either. And one of the things I say in my blog post series is, if you're thinking, hey, this could be a billion-dollar company, maybe the right reaction is, yeah, awesome, let's go for it. And if this could be the most important century, I think my reaction tends to be just like, ooh. I don't know what to do with this. I need to sit down. I need to think about it. I think there's a number of reasons that it's actually very hard to know what to do. And I think we need more attention and more thought and more reflection because most things that I could name as an attempt to make the most important century better could be really good or really bad, depending on your model of what the most important considerations are. So I can get to that in a second, but I don't want to be totally gloomy about it. I think there are things that look robustly helpful. There are things that look good. One of them is A.I. alignment research. So just, if we could get to a point where we're capable of being confident that we can build advanced A.I. systems that aren't just going to run the world according to whatever objectives they have, and that is a field that exists. That's a field that people are working on. We fund work in it. Another robustly helpful thing is just trying to find and empower more people who are seeing the situation as it is, taking it seriously, being as thoughtful about it as they can be, and approaching it from the perspective of what's best for humanity, instead of what's best for them narrowly. So I do think there are some activities. And there's some discussion of it in the blog post series."
2021-10-05,Ezra Klein,"And then finally, always our last question, what are three books that have influenced you you'd recommend to the audience?"
2021-10-05,Holden Karnofsky,"First book is called ""Due Diligence"" by David Roodman. He's my coworker now, although he wasn't at the time he wrote the book. It's about microfinance, which is very small loans to low-income people. And there was this massive debate about how much microfinance helps people, whether it's the best way to help people. And ""Due Diligence"" is an attempt to sort through a very overwhelming debate among experts and academics from looking at it from multiple angles, getting the right answer. I think it's a great book to read about how to think. I think it's better for that than a lot of books about how to think, although I generally think writing is a better way to learn critical thinking than reading anything. I think this is one of the best things to read for that. Book two is called ""The Lifeways of Hunter-Gatherers"" by Robert Kelly. I want to be upfront. It has a lot of really dry theoretical parts. There's many parts I skipped entirely. There's many parts that I've read maybe a dozen times by now. It's trying to pull together all the evidence we have about what life is like for people who live in a hunter-gatherer lifestyle, which is often assumed to represent what the distant past of humanity looks like, before the Neolithic Revolution 10,000 years or so ago. And it's interesting to see how someone tries to piece together the clues about our very distant past. And like I've said, I've generally been obsessed about thinking about long time frames and getting my head into that space. Third book is about the future. I'll recommend ""The Precipice"" by Toby Ord, which we've talked about. It's about the idea of existential risk. It goes through the different things that might happen that could permanently cut off humanity's future. I think it's a really good read. And then I want to throw in two bonus books that haven't been published yet."
2021-10-05,Ezra Klein,Do it.
2021-10-05,Holden Karnofsky,"So one of them is ""What We Owe the Future"" by the Scottish philosopher Will MacAskill. It comes out, I think, in September 2022. And it's about the idea of long-termism. It's about what are the things we could do today that could matter to all the future generations. And shouldn't we care about that, when those future generations don't have a voice in the things we're doing today that affect them?And the final book does not have a title yet. I can't promise it will ever exist. But it's by my wife, Daniela Amodei. And I would expect it in a few years. And it's about the history of people using science and technology to get better gender equality, so things like the pill, things like formula feeding, so that the whole burden of childcare doesn't fall on the woman, things like I.V.F. for more options in reproductive timing, and about how in the future, it's going to be necessary to use more science and technology and to have better science and technology to achieve better gender equality."
2021-10-05,Ezra Klein,"Holden Karnofsky, your blog is Cold Takes, which we will put a link to in the show notes. Thank you very much."
2021-10-05,Holden Karnofsky,Thank you.
2021-06-11,Ezra Klein,"So a few months ago, I came across this really fascinating essay by Sam Altman called ""Moore's Law for Everything."" Altman is the C.E.O. of OpenAI, which is one of the biggest and most interesting of the companies trying to create general purpose artificial intelligence. So an A.I. that can improve itself and learn and actually do all sorts of things in the economy and in the world. I've met him a few times. And he is a believer. He sees a world coming. He believes he is bringing a world into existence that is really, really different than the one you and I know and that it's going to happen fast. And who knows, maybe he's right. But what caught my eye about this essay, ""Moore's Law for Everything,"" is Altman's effort to try and imagine the political consequences of true artificial intelligence and the policies that could decide whether it ushers in utopia or dystopia. So Moore's law is the observation that the number of transistors on microchips doubles every two years. Or to put it more simply, that computer power has been growing exponentially for decades now. But prices have actually been falling. That's not been the case for housing, or health care, or higher education. But what if it was? Altman's argument is that true A.I. could get us closer to Moore's law for everything. It can make everything better, even as it makes everything cheaper. And I have some points of skepticism here. You're going to hear them in the conversation. But maybe he's right. I hope he's right. That would be good. But if you grant his argument, if he is right, then he says that the world looks like this — A.I. will create phenomenal wealth, but it will do so by driving the price of a lot of labor to basically zero. That is how everything gets cheaper. It's also how a lot of people lose their jobs. To make that world a good world for people, to make that a utopia rather than a dystopia, it requires really radical policy change to make sure the wealth A.I. creates is distributed broadly. But if we can do that, he says, well, then we can improve the standard of living for people more than we ever have before in less time. So Altman's got some proposals here for how we can do that. They're largely proposals to tax wealth and land. And I push on them here. But more than that, I want to push on and interrogate the political economy behind them. Because if he's right — and I assign a real possibility that he is right, at least to some degree — then A.I., it's not just going to redistribute wealth and jobs, it's going to redistribute power. And these people who will then have so much more power, they're going to offer themselves up for more taxation? They're going to give up parts of their company every year and their wealth and do it willingly? I'm not sure. So I want to offer this warning before we get into the show. If you don't spend a lot of time in the A.I. debates, you're going to hear some stuff in this conversation that just sounds weird to you. And I think it's important not to get scared off by that. Go back over the past few hundred years. There are times when technology just upends society. We may or may not be on the cusp of one of those times now. But on the chance that we are, even if it's only 50% as much as Altman thinks, then it is important to think about the politics of that world, to try to be ahead of it not just catching up to it. And that's what this conversation is about. As always, my email is ezrakleinshow@nytimes. com. Sam Altman, welcome to the show."
2021-06-11,Sam Altman,Thank you for having me.
2021-06-11,Ezra Klein,So let's start where we are now. What can A.I. do now?
2021-06-11,Sam Altman,"So I think we have just begun the realm of A.I. being able to be what we call general purpose A.I. instead of these narrow models that can do one thing. So now we have models that can understand to some sense, to some definition of that word, the world, what's going on, and then a single model can accomplish a wide variety of tasks for someone and can learn new things pretty quickly. So last year, OpenAI released something called GPT-3. It's a large text model. And that one model is now being used by thousands of people — developers more than that in terms of end users — for all sorts of tasks. And I think we will see, in the coming years, A.I. medical advisors that give anyone really high quality medical advice, higher than they can maybe get anywhere in the world, A.I. tutors that can teach you math or other topics. We're starting to see people develop A.I. programming assistance that can help you write code. And these same models are being adapted for all of these different uses. And I think we're starting now heading into a world where a lot of the things that people want, they can, through a text interface or a visual interface, have an A.I. help them do."
2021-06-11,Ezra Klein,"As I understand what these systems are doing now, they're predictive. How is that intelligence?"
2021-06-11,Sam Altman,"So let's think about what you need to make a smart agent. You need to understand what's going on in the world, and you need to be able to think of new things, and you need to be able to take action to accomplish goals. In a very deep sense, I think the biggest miracle that we need to create the super powerful A.I. is already behind us. It's already in the rearview mirror. We just — we need an algorithm that could learn and a network architecture that could somehow encode the knowledge and the capability to reason. And then once we have that, however imperfect it is, if you apply it to bigger and bigger systems with more and more computing resources, there's no obvious upper limit. Once you have a system that can take in observations about the world, learn to make sense of them — and one way to do that is to predict what's going to happen next — I think that is very near intelligence. So we have the ability to build systems that can learn, update, remember, create. We have the ability to build agents that try to accomplish a goal with that knowledge. And we've gotten surprisingly far just putting those few simple ideas together."
2021-06-11,Ezra Klein,"And so if I basically understand how GPT-3 works, it's a system that has read a lot of stuff on the internet."
2021-06-11,Sam Altman,Yes.
2021-06-11,Ezra Klein,And it's predicting the next word in the sequence.
2021-06-11,Sam Altman,"Slightly oversimplified but very close. Yes, it is trying to predict what comes next in a sequence."
2021-06-11,Ezra Klein,"And so to what you're saying then, we have figured out algorithms that can learn."
2021-06-11,Sam Altman,Yep.
2021-06-11,Ezra Klein,"And then as they learn and as they know more, then as we are able to ask them to orient their predictions in different directions — that's basically —"
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,— a generalized intelligence that we could —
2021-06-11,Sam Altman,And there's —
2021-06-11,Ezra Klein,— that we could use.
2021-06-11,Sam Altman,"There's no obvious upper bound to that process. Think about how a kid works. They observe the world. They start to learn. They clearly make some predictions. And you can see when something doesn't go the way they think it's going to go and then they update. And the next time they're not surprised or maybe they even can come up with new ideas based off of that. And you can also teach them stuff. You can correct them. And this idea of giving human feedback to a neural network in the way that we've given to our children for a long time, where we say, no, that's right, no, that's wrong, and the model, the A.I., or the kid, or whatever, is updated each time that happens. But then, let's say, the agent can make better predictions, and do better, and need to get corrected less and less on increasingly subtle issues. There is no upper bound how far that can go as you think about increasing the size and scale."
2021-06-11,Ezra Klein,"I, obviously, don't know how to use GPT-3 the way you do or what's coming after it. But it sometimes seems to me that the harder thing to see from the outside of where all these are going is how flexible they are or they will become in being able to understand the way I want them to make a prediction. So there's a lot that is being predicted, but right now it's a mimicry. Like do stuff that is like the other thing."
2021-06-11,Sam Altman,Have you tried our newest instruction following model by chance?
2021-06-11,Ezra Klein,I'm not sure.
2021-06-11,Sam Altman,"You should. I think we've released something like that just quite recently where you can say, here's what I want you to do and it will do it."
2021-06-11,Ezra Klein,What have you done with it? What can it do?
2021-06-11,Sam Altman,"A lot of — it's still very simple, but a lot of simple tasks. If you say, summarize this for me or translate this into French, no matter what language it's coming in as, or even a small multi-step problem where you need it to manipulate natural language, you can just say what you want it to do. And you can even say — I mean, you could probably say, write this in the style of Ezra Klein, and it would probably just do it."
2021-06-11,Ezra Klein,What is the way A.I. changes the economy or changes people's lives without using the word A.I.? What is the force it exerts on economic activity?
2021-06-11,Sam Altman,"It's a great question, Ezra. There's a lot of different ways to answer that. But this idea that things that humans used to have to do that maybe they didn't want to do, that took a lot of time, that took a lot of effort, that weren't done that well, automated systems that can do those better. So we saw this happen with translation, for example, where if you couldn't afford a translator, which most people couldn't, and you were going to wander around some foreign country — I remember what that was like before we had A.I. translation and I know what it's like now where I just speak into my phone and it speaks out the other language. And I love that. That really changes my experience of traveling. We're beginning to see that now with certain subsets of the medical field where A.I.-assisted doctors can do better than doctors on their own, or let's say computer-assisted doctors. But this idea that you can have intelligence, smartness, creativity — whatever you want to call it — that a computer is doing to help you do the things you want and have the life you want at a marginal cost of zero or very close to it, that's I think a transformative thing happening in the world."
2021-06-11,Ezra Klein,"So that last piece is a piece I want to focus on, that marginal cost of zero. So the idea is that as machine learning, as these computer systems become better, basically everyone will have at their disposal a staff, like a corporation unto themselves, where they will be able to hire systems to help them out —"
2021-06-11,Sam Altman,Yes.
2021-06-11,Ezra Klein,— for almost nothing.
2021-06-11,Sam Altman,Yes.
2021-06-11,Ezra Klein,"Of course, that means — you were framing this a couple of minutes ago in terms of jobs people maybe don't want to do or don't do that well. But that also means jobs people do want to do or did do reasonably well, but not as well, go away."
2021-06-11,Sam Altman,"That's been happening for a long time and I don't think we do a service to anyone to pretend that technology does not eliminate some jobs. Some jobs it just makes much better. But the arc of this has been that every technological revolution eliminates one class, one sets of jobs, and we find new ones on the other side that are hard to imagine from where we sit today. So before we had the computer, it would have been hard to imagine the computer programmer would be such an important profession. But I think if you look back at the great technological revolutions, which have been the punctuations where there's been a lot of shift at once, there's always been this worry. We've always found other jobs on the other side. Now, it may be that this time it's different, right? If we really do think about what it means to have intelligence in a computer, maybe it's different. But I so deeply believe that human ingenuity and desire for ever sillier kinds of status is so unlimited that we will find a lot of new things to do. I also think what we are likely to find is that a lot of classes of jobs that people talk about A.I. taking away stay, but the role of the human is very different. And the human does what humans are really good at. The A.I. does the part that the human might like to do less and that the A.I. is really, really good at. And you see this synergistic effect — I hate that word, but I couldn't think of something else — where humans continue to be programmers, or doctors, or whatever."
2021-06-11,Ezra Klein,Journalists maybe.
2021-06-11,Sam Altman,Journalists. But they focus on a different part of the job.
2021-06-11,Ezra Klein,"Two places I want to go with that. One is I'm usually on the side of this argument that says I don't think machine learning is going to bring a near-term job apocalypse. But I've become friendlier in the past couple of years to the idea that it will destroy a lot of jobs pretty quickly. And to me it gets to the thing you were saying about generalized systems. In a lot of past revolutions, the revolutions, the technological changes, they happened fairly slowly and particularly their dispersal through society is pretty slow. And then second, they are general over time but they're not general all at once. Now, if you think of machine learning as part of — and particularly of what we're talking about here — as part of a long swing of automation, it isn't all at once. But as I understand the way you see the world, that you think this is going to happen in a much more punctuated period than, say, electricity."
2021-06-11,Sam Altman,"A couple of years ago, if you talked about general purpose A.I. at all, people said that's ridiculous, it's not happening. If you talked about systems that could really do meta-learning and learn new concepts quickly that they weren't trained for, people so that's not going to happen. And we've gone from a world where many of the experts in the field said that was sci-fi and irresponsible to talk about to clear existential proof that we have it. And it certainly doesn't seem to be slowing down. Moore's law, in varying definitions — but let's say that was like a doubling of transistors every two years — maybe A.I. is growing at a rate of 10X per year in terms of these model sizes and the associated capabilities. So I do think we're on a very steep curve. We will hit limits, but we don't know where those will be. We'll also discover new things that are really powerful. We don't know what those will be either. We're deep in the scientific discovery phase, which is awesome. It's so exciting and fun. But I think what we can say is that we are on an exponential curve. And when you're on an exponential curve, you should generally, in my opinion, take the assumption that it's going to keep going. And humans are very bad at intuition for this. Trying to think about exponential curves for stock prices, for technology, for population growth, whatever —"
2021-06-11,Ezra Klein,For viruses.
2021-06-11,Sam Altman,"Viruses. Very difficult. I had this moment that I'm sure you had one, too, when it looked like COVID was really going to take off and most of the world wasn't paying attention. And I was walking the streets of San Francisco one night at like 10:00 p. m. walking home and everybody was just like frolicking and doing their thing. And it was just like, this is the last moment of normalcy and no one's paying attention, because most people don't understand exponential curves. And it was such a strange feeling and I've often thought about the parallels of that moment that hit so viscerally with A.I."
2021-06-11,Ezra Klein,"My own version of that — I remember sending an email to my entire family and saying, you need to go to the grocery store. In three weeks, you're going to be living in a different world and you need to listen to me on this. Let's talk about where exponential growth gets us in. You're saying there's a 10X-ing every year. That's pretty big."
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,"20 years from now, what are you confident A.I. will be able to do and what do you think it is likely that it will be able to do?"
2021-06-11,Sam Altman,"Man, 20 years was a hard time frame."
2021-06-11,Ezra Klein,Let's do 10.
2021-06-11,Sam Altman,"Let's do 10. 10 I can do. In 10 years, I think we will have basically chat bots that work for an expert in any domain you'd like. So you will be able to ask an expert doctor, an expert teacher, an expert lawyer whatever you need and have those systems go accomplish things for you. So you're like, I need a contract that says this. I need a diagnosis for this problem. I need you to go book me this flight. I want a movie created. I want you to make me an animated short or a photo realistic short that looks like this. I need you to help me write this computer program. So let's say most repetitive human work and some creative human work you will be able to ask an A.I. to do for you. And that is a massively transformative thing."
2021-06-11,Ezra Klein,"I want to get at whether we are talking about a singular when we talk about an A.I. system or a plural. So the natural metaphor in people's mind will be a software program. I buy some stuff from Microsoft. I buy some stuff from Apple. I buy some stuff from all kinds of developers whose names I forgot. My understanding of the way the A.I. systems are developing is that it's turned out using the big machine learning neural networks that have turned out to be successful. You need ungodly amounts of data and amounts of computer power. And that means only a couple groups are big enough to build these general intelligence systems, assuming they do get built. And so is the world you're talking about here a world in which OpenAI and maybe a couple other players have a system that is licensed out and everybody is building on top of that? Is it all just coming from you? What is happening here economically?"
2021-06-11,Sam Altman,"I think it's going to be somewhere in between these narrow models that anybody creates and these mega models that only a few people can create. There's this concept of fine-tuning. So where someone like OpenAI creates this powerful base model that only a few organizations in the world can do, but then maybe want to use that for a chatbot, or a customer service agent, or a creative multiplayer video game. And you take that base model and then with just a little bit of extra training and data, you push it in one direction or the other. So I could easily imagine a world where a few people generate these base models and then there's the medical version, the legal version, whatever else, that get fine-tuned or polished in one direction or another. And a lot of people — a lot more people are capable of doing that. We're starting to experiment with offering that to our customers now. But I could see a world — and I think it does no one any good to pretend otherwise — where as these models get really smart, the general purpose one can just do everything really well. And this idea that we think right now — that OpenAI thinks — which is we're going to push one to be a coding expert and one to be a medical expert, turns out not to be necessary because 10X compounding is just so powerful that 10 to the 10th 10 years from now — the base model is plenty good at everything."
2021-06-11,Ezra Klein,"Staying on the idea of the big base models, as I understand it, there are a little handful of companies who are in the race to build one of these in a serious way. You're one of them. But DeepMind is another. There's a lot of work happening in China. Players in America like Amazon and Apple are trying to create — maybe not always general but pretty big things. How should I feel about the idea these will be privately owned if they're going to be this powerful?"
2021-06-11,Sam Altman,"Strange. If we think about the major big iron engineering projects of the past, like the ones where there were large geopolitical and certainly social consequences — just to pick two examples to talk about here, we could talk about the Apollo project and the Manhattan Project — you can find different cost estimates of what those were. And who knows what you want to believe, but let's say something with the word $100 billion in it. Those really took the wealth of nations to do. No company like us was going to do that, right?But the cost of technology does its thing. Companies and people get wealthier over time. You now do have a world where certainly the mega caps like Google can join this effort. But even much smaller organizations like OpenAI can get enough capital together — barely — to be able to be competitive here with what anybody else can do. So that's weird. I have misgivings about that. Probably the non-technical thing I think most about is — let's say we do make the true AGI, like the one from the sci-fi movies."
2021-06-11,Ezra Klein,The Artificial General Intelligence?
2021-06-11,Sam Altman,"Yeah. How do we want to think about how decisions are made there, how it's governed, who gets to use it, what for, how the wealth that it creates is shared? If this is going to be one of these species-defining moments, it for sure should not be in the hands of a company, certainly not ours. But saying what we want the structure to be there, how we want to make decisions about it, what the equivalent of our Constitution should be, that's new ground for us and we're trying to figure it out now."
2021-06-11,Ezra Klein,OpenAI begins as a nonprofit.
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,"It becomes a for-profit, in part, because it needs to raise money and resources. So it got a billion investment that's partially money, partially compute power from Microsoft."
2021-06-11,Sam Altman,"Actually it was all in cash, but we spent most of it on compute —"
2021-06-11,Ezra Klein,"Oh, there you go."
2021-06-11,Sam Altman,Close enough.
2021-06-11,Ezra Klein,"But partially on Microsoft computing power, correct?"
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,"Yeah. One of the worries I have about this is that even if people want to be very cautious about what the incentives of it are, that just in order to do it, you have to submit to those incentives. That just in order to raise the money, there has to be a business model, a backer. And I was reading that and I wondered this from a different direction, too. Was that a missed opportunity for the public sector? Should it be that the public sector is spending the money to build this either by funding groups like yours or a consortium of academic groups or something?"
2021-06-11,Sam Altman,"A little known fact, we tried to get the public sector to fund us before we went to the capped profit model. There was no interest. But yeah, I think if the country were working a different way — I would say a better way — this would be a public sector project. But it's not and here we are. And I think it's important that there is an effort like ours doing this. That even if not an official American flag effort, we'll represent some of the values that we all hold dear. That's better than a lot of other ways I could imagine someone else doing this project with us going. And one of the incentives that we were very nervous about was the incentive for unlimited profit, where more is always better. And I think you can see ways that's gone wrong with profit, or attention, or usage, or whatever, where if you have this well-meaning people in a room, but they're trying to make a metric go up into the right, some weird stuff can happen. And I think with these very powerful general purpose A.I. systems, in particular, you do not want an incentive to maximize profit indefinitely. So by putting this voluntary cap on ourselves above which none of the employees or investors get any more money — which I think if you do have a powerful A.I., will be somewhat trivial to hit — I think we avoid the worst of the incentives or at least the one that we were most worried about."
2021-06-11,Ezra Klein,"How about speed? So there's an incentive to get there first. There's going to be huge financial returns and otherwise returns to being the first one. You're to some degree in a race with other companies to do it. I'm not saying that leads to cutting corners, but it leads to things where maybe you'd ideally want to wait for a governance structure to emerge, want to wait for a public conversation to happen. Well, if you don't do it, the other folks will. And one of the constant ways things get justified in both government and business is that better us than them."
2021-06-11,Sam Altman,"For sure. So I think we were able to design a system that addressed a lot of the incentives that I was particularly concerned about. The one that remains that I am — for the entire field, not just us — most concerned about is actually closer to the super powerful systems like the ones that people talk about creating an existential risk to humanity where there's a race condition. And that I think will be on us and the other players in the field to put together a sufficient coalition to stop ourselves from racing when safety is in the balance. And we're trying to figure out how to do that. That's part of the governance question. Before you push go on this extremely powerful system, you would like as much time as you can get — and it won't be totally in your control, because some other government can be doing whatever. But you'd like as much time as you can have to be really thoughtful about do we understand what the system is going to do."
2021-06-11,Ezra Klein,And how do you get that time?
2021-06-11,Sam Altman,"You have people partner and say, OK, lots of other industries have done this. I think the recombinant DNA conversations in the '70s are a good example. But you say, we're the experts on this. We're the set of companies with the resources to do this. How can we work together to make sure we all have the time we need?"
2021-06-11,Ezra Klein,"Is there a different kind of pressure that comes from the geopolitical push? It was interesting to me you used the metaphor of an American flag operation. So there's a competition between you and other American companies. And then there is the sense that there's also a competition from China, potentially, certainly down the road other countries. That can create a different kind of pressure. It could even be a pressure coming from the public sector. But a pressure to finish first."
2021-06-11,Sam Altman,"This is something that some parts of the field have spoken about for a long time, which is, sure, the private sector companies can do whatever they want. But what if there's huge public sector pressure? And that I don't think we'd be in a position to have too much of an impact on. You"
2021-06-11,Ezra Klein,"Mentioned before the cap on profits, which I believe for you all is 100X."
2021-06-11,Sam Altman,It started as that. It's come down every time we've raised more money. So it's the —
2021-06-11,Ezra Klein,Got it.
2021-06-11,Sam Altman,— single digits now.
2021-06-11,Ezra Klein,So there's a question of how much money people can make and there's a question of how money gets made.
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,"And I've been thinking a bit about that as an important incentive question. So I'll use your competitors over at Google as an example here. I worry a bit that if the big A.I. system is built by Google, it's going to be oriented towards being very, very, very good at manipulating consumer preferences. It's an advertising-based business. Other great interesting internet companies ended up building themselves around manipulating how people spend money online. I wouldn't like to see something this powerful done that way. But Microsoft has other ones. You guys have other ones. It got me thinking about whether or not there are ways to shape the direction these systems are tuned in in useful ways. Like for instance, you could imagine a prize system where the public sector puts out multibillion dollar prizes for solving this technological problem, this scientific problem."
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,Tell me a bit about this end-game business models here. What they are turning out to be and what the options for them are?
2021-06-11,Sam Altman,"So I can't speak to what Google is going to do other than I probably won't like it. s But I could tell you how we're thinking about it and how I hope other people will, too. What we're excited about doing is the best research in the world and trying to build this eventually quite powerful general purpose system. What I think we're not the best in the world at, nor do we want to really divert our attention to, are all of the wonderful products that will be built on top of this. And so we think about our role as to figure out how to build the most capable A.I. systems in the world and then make them available to anybody who follows our rules to build all of these systems on top of them. We have thought about prizes. You can imagine saying whoever — here's this API. Do something great for the climate and here's an incentive to do it. Or any number of other categories. But I do trust that on the whole if we can deliver super powerful new tools at an affordable price, the market will do its thing and we will get wonderful solutions to some of the most pressing problems facing humanity."
2021-06-11,Ezra Klein,"So you don't think pro-social goals need to be built in by something explicit? You think that — you think certainly once you can just ask questions, at least those questions will be asked and they'll be answerable?"
2021-06-11,Sam Altman,"Yeah, I mean, I think we're going to do it, too, because it seems like a good thing to do. But I do think that even without that incentive, a lot of great pro-social things will happen."
2021-06-11,Ezra Klein,So you have a version of this. You say that the rallying cry for this generation should be a Moore's law for everything.
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,Tell me about that idea.
2021-06-11,Sam Altman,"Look, it's not a popular moment to say something positive about capitalism, but I will anyway. Which is that I think the power of capitalism has done more to help more people than probably any other single idea in human history. And the innovations, the new technology that we have both developed and gotten into the hands of people and the almost unimaginable improvements to quality of life, even though it's fun to talk about how awful the world is and it is in many ways. That's great. And part of the reason that has happened is things have gotten much cheaper. Pick your example. The cost of an hour of light at night, the cost of computing power, the cost of — so many things are now free that when we were kids were not. Entertainment, high quality education. You can go learn anything you want on the internet so well. It's amazing to me."
2021-06-11,Ezra Klein,"My family, when I grew up, a lot of it was in Brazil. And long distance calls were a big deal."
2021-06-11,Sam Altman,Yeah.
2021-06-11,Ezra Klein,And now it's like every morning my kid is on FaceTime with his grandparents.
2021-06-11,Sam Altman,"Yeah. And this relentless march of technology making the things that we need and want cheaper and cheaper and cheaper, that's great. That's how people's lives get better every year. And all of us want our lives — or almost all of us — want our lives to get better every year. I think one of the big promises of A.I. is because of this idea of the marginal cost of labor going towards zero, things can get dramatically cheaper quickly. And way more of us can afford way more of the things that we want. And for a generation that has had a lot of, I think, economic headwinds and a deck stacked against them, I think this is a specific thing we can imagine that gets a lot of people's lives way better pretty quickly."
2021-06-11,Ezra Klein,"So I want to make this specific. When you talk about a Moore's law for everything, things that are expensive, that millennials, zoomers are having trouble affording when it was sometimes easier — sometimes also not — for their parents."
2021-06-11,Sam Altman,For sure.
2021-06-11,Ezra Klein,"But housing is very, very big in this. Health care is big in this."
2021-06-11,Sam Altman,"Higher education, I think if we look at those three."
2021-06-11,Ezra Klein,"Higher education is huge. Those three are big. And I would say housing is primarily a zoning problem. In health, technology and the cost of technology is a real player there. And then there's a fair amount of regulatory questions in both of them. So how does building A.I. allow for a Moore's law in health education and housing?"
2021-06-11,Sam Altman,"So I think technology is a necessary, but not sufficient, part of the solutions here. I think that if we can't get the politics and the policy right, it will face a lot of headwinds. I can still imagine it working on its own in some cases. I think there's a lot of people who are paying $75,000 a year for college right now sitting at home on Zoom realizing that they can watch better lectures than they are. And I think a lot of things in higher ed are going to change no matter what the policy is. But I think if A.I. and policy can work in harmony, or let's even say technology and policy can work in harmony, we can get to a much better outcome much more quickly than we otherwise might. And I think — again, to stick on the example of higher ed — I have never seen more energy from the consumers, the people who are going to college or thinking about going to college soon, saying, what am I really doing here and maybe there's some much better way. So that's the kind of pressure where I think things can change super quickly. The prestige of a degree from a top college probably doesn't go away that quickly, but maybe a lot of the rest of it does."
